"Data Series Information"
"Name:","","","75%Glycerol_25%Triton_1%wt_PDMS 1 1"
"Sample:","","","text1"
"Operator:","","","NoLogin"
"Remarks:","","","text2"
""
"Interval:","","","1"
"Number of Data Points:","","","60"
""
"Time Setting:","","","60 Meas. Pts."
"","","","Meas. Pt. Duration 1 s"
"Measuring Profile:"
"  Normal Force","","","FN = 1 N"
""
"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"","[1]","[N]","[m/s]","[N]"
"1","0","0","0.000006534","0.4276"
"2","0","0","0.00001716","0.4268"
"3","0","0","0.0000277","0.4267"
"4","0","0","0.00003809","0.4269"
"5","0","0","0.00004832","0.4272"
"6","0","0","0.00005831","0.4273"
"7","0","0","0.00006817","0.4266"
"8","0","0","0.00007804","0.4268"
"9","0","0","0.00008746","0.4277"
"10","0","0","0.00009687","0.4273"
"11","0","0","0.0001061","0.4276"
"12","0","0","0.000115","0.4284"
"13","0","0","0.0001237","0.4282"
"14","0","0","0.0001319","0.4286"
"15","0","0","0.0001395","0.429"
"16","0","0","0.0001467","0.429"
"17","0","0","0.0001534","0.4288"
"18","0","0","0.0001594","0.4285"
"19","0","0","0.0001647","0.4291"
"20","0","0","0.0001685","0.429"
"21","0","0","0.0001716","0.4295"
"22","0","0","0.0001734","0.4298"
"23","0","0","0.0001739","0.429"
"24","0","0","0.0001727","0.4304"
"25","0","0","0.00017","0.4301"
"26","0","0","0.0001657","0.4302"
"27","0","0","0.0001602","0.4298"
"28","0","0","0.0001534","0.4301"
"29","0","0","0.0001451","0.4309"
"30","0","0","0.0001359","0.4307"
"31","0","0","0.0001256","0.4319"
"32","0","0","0.0001143","0.4315"
"33","0","0","0.0001026","0.4317"
"34","0","0","0.00009021","0.432"
"35","0","0","0.00007737","0.4323"
"36","0","0","0.0000642","0.4324"
"37","0","0","0.00005062","0.4324"
"38","0","0","-0.000000276","0.4715"
"39","0","0","0.000004122","0.6045"
"40","0","0","0.000001694","0.8259"
"41","0","0","0.0000001948","0.9514"
"42","0","0","-0.00000001906","0.9627"
"43","0","0","-0.00000001279","0.9723"
"44","0","0","-0.00000003832","0.9805"
"45","0","0","-0.00000006221","0.9835"
"46","0","0","-0.00000003094","0.9824"
"47","0","0","-0.00000002883","0.9807"
"48","0","0","-0.000000009014","0.9785"
"49","0","0","-0.00000002836","0.9768"
"50","0","0","0.000000002563","0.9779"
"51","0","0","-0.000000008035","0.9766"
"52","0","0","-0.00000001098","0.9758"
"53","0","0","0.00000002259","0.9774"
"54","0","0","0.00000002041","0.9794"
"55","0","0","0.000000002183","0.9788"
"56","0","0","-0.00000001038","0.9782"
"57","0","0","-0.00000005633","0.978"
"58","0","0","0.00000001595","0.98"
"59","0","0","-0.000000003788","0.987"
"60","0","0","0.000000003273","0.9864"
""
"Interval:","","","2"
"Number of Data Points:","","","600"
""
"Time Setting:","","","600 Meas. Pts."
"","","","Meas. Pt. Duration 0.5 s"
"Measuring Profile:"
"  Speed","","","n = 0.01 ... 600 1/min log"
"  Normal Force","","","FN = 1 N"
""
"Meas. Pts.","Friction Factor","Frictional Force","Sliding Speed","Normal Force"
"","[1]","[N]","[m/s]","[N]"
"1","0.002751","0.003837","0.000004702","0.9861"
"2","0.009857","0.01374","0.000004792","0.9858"
"3","0.01664","0.02321","0.000004878","0.9865"
"4","0.023","0.03205","0.00000497","0.9853"
"5","0.02894","0.04029","0.000005054","0.9843"
"6","0.03432","0.04769","0.000005159","0.9826"
"7","0.03914","0.0543","0.000005251","0.981"
"8","0.04344","0.06008","0.000005346","0.9781"
"9","0.04738","0.06535","0.000005449","0.9752"
"10","0.05103","0.07034","0.000005548","0.9747"
"11","0.05469","0.07518","0.000005652","0.9721"
"12","0.05798","0.07993","0.000005759","0.9747"
"13","0.06122","0.08453","0.000005855","0.9763"
"14","0.06404","0.08882","0.000005962","0.9807"
"15","0.06718","0.09281","0.000006086","0.9769"
"16","0.06964","0.09662","0.000006181","0.981"
"17","0.07249","0.1004","0.000006317","0.979"
"18","0.07539","0.1041","0.00000642","0.976"
"19","0.07861","0.1081","0.000006546","0.9724"
"20","0.08201","0.1123","0.000006669","0.9686"
"21","0.08528","0.1168","0.000006785","0.9683"
"22","0.08802","0.1211","0.000006916","0.9728"
