"Data Series Information"
"Name:","","","75%Glycerol_25%Triton_3%wt_metal 1 1"
"Sample:","","","text1"
"Operator:","","","NoLogin"
"Remarks:","","","text2"
""
"Interval:","","","1"
"Number of Data Points:","","","60"
""
"Time Setting:","","","60 Meas. Pts."
"","","","Meas. Pt. Duration 1 s"
"Measuring Profile:"
"  Normal Force","","","FN = 1 N"
""
"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"","[m/s]","[1]","[N]","[N]"
"1","4.66E-7","0","0","-0.00367"
"2","0.00000991","0","0","-0.0042"
"3","0.0000193","0","0","-0.00367"
"4","0.0000284","0","0","-0.00372"
"5","0.0000377","0","0","-0.00307"
"6","0.0000467","0","0","-0.00398"
"7","0.0000557","0","0","-0.00372"
"8","0.0000646","0","0","-0.00273"
"9","0.0000734","0","0","-0.00298"
"10","0.0000819","0","0","-0.00267"
"11","0.0000905","0","0","-0.00232"
"12","0.0000987","0","0","-0.00178"
"13","0.000107","0","0","-0.0027"
"14","0.000115","0","0","-0.00243"
"15","0.000122","0","0","-0.00146"
"16","0.000129","0","0","-0.00046"
"17","0.000135","0","0","-0.00178"
"18","0.000141","0","0","-0.000651"
"19","0.000147","0","0","-0.00109"
"20","0.000151","0","0","-0.000728"
"21","0.000155","0","0","-0.000546"
"22","0.000157","0","0","0.000124"
"23","0.000159","0","0","0.000161"
"24","0.000159","0","0","-0.0000465"
"25","0.000158","0","0","-0.00000742"
"26","0.000155","0","0","0.00028"
"27","0.000152","0","0","-0.000107"
"28","0.000147","0","0","0.000334"
"29","0.00014","0","0","0.000975"
"30","0.000133","0","0","0.00109"
"31","0.000124","0","0","0.00106"
"32","0.000114","0","0","0.00191"
"33","-0.00000584","0","0","0.0949"
"34","-0.0000065","0","0","0.222"
"35","-0.00000238","0","0","0.357"
"36","-0.00000168","0","0","0.446"
"37","-0.0000302","0","0","0.643"
"38","-5.31E-7","0","0","0.902"
"39","-0.00000102","0","0","0.958"
"40","-2.39E-7","0","0","0.966"
"41","-1.47E-7","0","0","0.969"
"42","-1.88E-7","0","0","0.977"
"43","-7.68E-8","0","0","0.973"
"44","-1.25E-7","0","0","0.976"
"45","-4.41E-8","0","0","0.974"
"46","3.18E-8","0","0","0.972"
"47","-3.38E-8","0","0","0.974"
"48","7.04E-8","0","0","0.973"
"49","-4.89E-8","0","0","0.986"
"50","-1.94E-8","0","0","0.984"
"51","-2.94E-8","0","0","0.983"
"52","-1.85E-8","0","0","0.981"
"53","8.56E-8","0","0","0.982"
"54","-3.22E-8","0","0","0.986"
"55","-3.13E-8","0","0","0.985"
"56","-2.1E-8","0","0","0.984"
"57","-3.6E-9","0","0","0.984"
"58","-5.48E-9","0","0","0.983"
"59","-1.96E-8","0","0","0.982"
"60","-2.57E-8","0","0","0.981"
""
"Interval:","","","2"
"Number of Data Points:","","","600"
""
"Time Setting:","","","600 Meas. Pts."
"","","","Meas. Pt. Duration 0.5 s"
"Measuring Profile:"
"  Speed","","","n = 0.01 ... 600 1/min log"
"  Normal Force","","","FN = 1 N"
""
"Meas. Pts.","Sliding Speed","Friction Factor","Frictional Force","Normal Force"
"","[m/s]","[1]","[N]","[N]"
"1","0.00000474","0.0768","0.107","0.981"
"2","0.00000478","0.115","0.155","0.958"
"3","0.0000049","0.147","0.199","0.959"
"4","0.00000498","0.157","0.215","0.966"
"5","0.00000508","0.177","0.243","0.97"
"6","0.00000515","0.197","0.27","0.966"
"7","0.00000525","0.207","0.284","0.968"
"8","0.00000535","0.215","0.295","0.972"
"9","0.00000544","0.221","0.303","0.971"
"10","0.00000555","0.226","0.31","0.971"
"11","0.00000566","0.23","0.315","0.969"
"12","0.00000575","0.229","0.315","0.974"
"13","0.00000586","0.229","0.318","0.981"
"14","0.00000596","0.232","0.321","0.979"
"15","0.00000609","0.234","0.323","0.977"
"16","0.00000619","0.235","0.325","0.978"
"17","0.00000631","0.237","0.329","0.981"
"18","0.00000642","0.24","0.332","0.979"
"19","0.00000655","0.24","0.332","0.978"
"20","0.00000666","0.241","0.333","0.978"
"21","0.00000679","0.243","0.335","0.977"
"22","0.00000691","0.246","0.339","0.976"
"23","0.00000706","0.25","0.347","0.981"
"24","0.00000718","0.253","0.351","0.981"
"25","0.0000073","0.255","0.353","0.98"
"26","0.00000745","0.256","0.356","0.982"
"27","0.00000759","0.256","0.357","0.986"
"28","0.00000772","0.26","0.363","0.986"
"29","0.00000786","0.266","0.37","0.984"
"30","0.00000799","0.269","0.375","0.985"
"31","0.00000815","0.27","0.379","0.991"
"32","0.00000831","0.272","0.381","0.99"
"33","0.00000846","0.27","0.378","0.99"
"34","0.00000863","0.27","0.378","0.99"
"35","0.00000878","0.271","0.38","0.989"
"36","0.00000894","0.272","0.38","0.988"
"37","0.0000091","0.271","0.378","0.988"
"38","0.00000928","0.27","0.377","0.988"
"39","0.00000945","0.27","0.378","0.988"
"40","0.00000962","0.272","0.38","0.988"
"41","0.0000098","0.273","0.381","0.988"
"42","0.00000998","0.272","0.38","0.988"
"43","0.0000102","0.269","0.376","0.989"
"44","0.0000104","0.266","0.373","0.989"
"45","0.0000106","0.263","0.368","0.99"
"46","0.0000108","0.259","0.363","0.99"
"47","0.0000109","0.256","0.359","0.991"
"48","0.0000111","0.255","0.358","0.992"
"49","0.0000114","0.251","0.352","0.993"
"50","0.0000116","0.249","0.35","0.993"
"51","0.0000118","0.244","0.343","0.994"
"52","0.000012","0.242","0.341","0.994"
"53","0.0000122","0.242","0.34","0.995"
"54","0.0000124","0.241","0.34","0.996"
"55","0.0000127","0.242","0.341","0.997"
"56","0.0000129","0.244","0.345","0.997"
"57","0.0000131","0.247","0.348","0.997"
"58","0.0000134","0.247","0.348","0.998"
"59","0.0000136","0.242","0.343","0.999"
"60","0.0000139","0.24","0.339","1"
"61","0.0000142","0.24","0.34","1"
"62","0.0000144","0.241","0.341","1"
"63","0.0000147","0.234","0.333","1"
"64","0.000015","0.23","0.327","1.01"
"65","0.0000152","0.225","0.32","1"
"66","0.0000155","0.222","0.315","1.01"
"67","0.0000158","0.219","0.312","1.01"
"68","0.0000161","0.219","0.312","1.01"
"69","0.0000164","0.216","0.308","1.01"
"70","0.0000167","0.215","0.306","1.01"
"71","0.000017","0.213","0.305","1.01"
"72","0.0000173","0.214","0.305","1.01"
"73","0.0000177","0.211","0.301","1.01"
"74","0.000018","0.208","0.297","1.01"
"75","0.0000183","0.208","0.298","1.01"
"76","0.0000186","0.206","0.295","1.01"
"77","0.000019","0.206","0.295","1.01"
"78","0.0000193","0.203","0.291","1.01"
"79","0.0000197","0.196","0.281","1.01"
"80","0.0000201","0.196","0.282","1.02"
"81","0.0000204","0.196","0.282","1.02"
"82","0.0000208","0.196","0.282","1.02"
"83","0.0000212","0.192","0.276","1.02"
"84","0.0000216","0.188","0.272","1.02"
"85","0.000022","0.186","0.268","1.02"
"86","0.0000224","0.188","0.272","1.02"
"87","0.0000228","0.189","0.274","1.02"
"88","0.0000232","0.194","0.28","1.02"
"89","0.0000237","0.2","0.289","1.02"
"90","0.0000241","0.202","0.292","1.02"
"91","0.0000245","0.198","0.287","1.02"
"92","0.000025","0.2","0.289","1.02"
"93","0.0000255","0.196","0.284","1.02"
